symbol,open,high,low,close,volume
OANDA:XAUUSD,2933.465,2934.725,2932.99,2934.605,1068.0
OANDA:XAUUSD,2934.6,2934.66,2932.74,2933.74,517.0
OANDA:XAUUSD,2933.715,2935.375,2933.07,2935.375,1017.0
OANDA:XAUUSD,2935.4,2936.61,2934.915,2936.61,1205.0
OANDA:XAUUSD,2936.62,2936.845,2935.22,2936.245,960.0
OANDA:XAUUSD,2936.255,2936.855,2934.78,2936.28,915.0
OANDA:XAUUSD,2936.295,2936.91,2934.865,2935.45,1539.0
OANDA:XAUUSD,2935.405,2935.405,2933.29,2933.52,1318.0
OANDA:XAUUSD,2933.565,2939.99,2932.79,2939.52,3378.0
OANDA:XAUUSD,2939.54,2941.62,2938.995,2940.525,2259.0
OANDA:XAUUSD,2940.505,2941.09,2939.365,2939.98,1232.0
OANDA:XAUUSD,2940.0,2940.425,2937.72,2939.465,1439.0
OANDA:XAUUSD,2939.425,2940.18,2937.26,2937.57,1752.0
OANDA:XAUUSD,2937.58,2940.67,2937.485,2940.01,1788.0
OANDA:XAUUSD,2940.015,2941.335,2938.06,2941.16,1989.0
OANDA:XAUUSD,2941.17,2941.72,2940.015,2940.685,1610.0
OANDA:XAUUSD,2940.675,2941.08,2939.005,2940.615,1325.0
OANDA:XAUUSD,2940.6,2941.365,2937.645,2937.7,1253.0
OANDA:XAUUSD,2937.69,2937.705,2932.52,2934.96,3406.0
OANDA:XAUUSD,2934.97,2937.245,2934.97,2936.385,2023.0
OANDA:XAUUSD,2936.37,2937.91,2935.015,2936.655,1825.0
OANDA:XAUUSD,2936.725,2939.515,2936.045,2939.015,2175.0
OANDA:XAUUSD,2939.035,2939.805,2938.185,2939.135,1505.0
OANDA:XAUUSD,2939.085,2939.265,2935.47,2936.265,1863.0
OANDA:XAUUSD,2936.37,2937.705,2932.465,2934.42,3019.0
OANDA:XAUUSD,2934.41,2934.52,2930.31,2933.96,4212.0
OANDA:XAUUSD,2933.935,2936.605,2931.63,2934.575,4463.0
OANDA:XAUUSD,2934.57,2935.255,2931.24,2934.54,3778.0
OANDA:XAUUSD,2934.575,2938.01,2934.53,2936.32,2677.0
OANDA:XAUUSD,2936.345,2938.705,2935.82,2937.955,2711.0
OANDA:XAUUSD,2937.96,2939.96,2937.72,2939.11,3006.0
OANDA:XAUUSD,2939.105,2940.58,2938.07,2938.195,2068.0
OANDA:XAUUSD,2938.19,2938.53,2935.215,2935.57,2293.0
OANDA:XAUUSD,2935.54,2937.24,2935.295,2936.38,1951.0
OANDA:XAUUSD,2936.395,2938.435,2935.67,2935.67,1997.0
OANDA:XAUUSD,2935.66,2936.745,2933.49,2933.675,1315.0
OANDA:XAUUSD,2933.655,2938.56,2933.195,2935.73,3098.0
OANDA:XAUUSD,2935.67,2936.28,2934.8,2935.18,1564.0
OANDA:XAUUSD,2935.185,2939.29,2935.18,2938.15,2930.0
OANDA:XAUUSD,2938.14,2938.495,2936.56,2936.83,1847.0
OANDA:XAUUSD,2936.825,2936.845,2935.14,2935.79,1887.0
OANDA:XAUUSD,2935.805,2935.88,2933.27,2934.93,2612.0
OANDA:XAUUSD,2934.935,2935.36,2933.465,2933.63,1358.0
OANDA:XAUUSD,2933.62,2934.18,2925.47,2925.755,2566.0
OANDA:XAUUSD,2925.74,2928.31,2923.05,2927.375,4935.0
OANDA:XAUUSD,2927.375,2930.75,2927.33,2930.215,2539.0
OANDA:XAUUSD,2930.24,2931.065,2927.295,2927.985,2132.0
OANDA:XAUUSD,2927.99,2929.04,2926.18,2927.805,1935.0
OANDA:XAUUSD,2927.76,2928.285,2924.945,2925.71,1720.0
OANDA:XAUUSD,2925.695,2927.155,2925.55,2926.97,1729.0
OANDA:XAUUSD,2926.955,2927.04,2923.43,2924.655,2404.0
OANDA:XAUUSD,2924.68,2926.42,2924.59,2926.405,869.0
OANDA:XAUUSD,2926.455,2929.625,2926.455,2929.075,1651.0
OANDA:XAUUSD,2929.08,2929.455,2927.665,2928.205,1706.0
OANDA:XAUUSD,2928.22,2928.675,2927.81,2928.27,1584.0
OANDA:XAUUSD,2928.18,2928.675,2927.38,2928.165,1452.0
OANDA:XAUUSD,2928.16,2928.365,2926.885,2927.715,1235.0
OANDA:XAUUSD,2927.64,2928.985,2927.45,2928.69,836.0
OANDA:XAUUSD,2928.715,2929.765,2928.49,2928.98,695.0
OANDA:XAUUSD,2928.975,2929.935,2927.985,2928.095,867.0
OANDA:XAUUSD,2928.11,2929.56,2928.035,2928.36,805.0
OANDA:XAUUSD,2928.355,2928.595,2926.815,2927.75,964.0
OANDA:XAUUSD,2927.735,2927.75,2923.61,2924.215,1593.0
OANDA:XAUUSD,2924.205,2925.45,2923.205,2924.9,1867.0
OANDA:XAUUSD,2924.945,2925.505,2922.57,2922.81,1168.0
OANDA:XAUUSD,2922.755,2924.54,2921.58,2924.335,1171.0
OANDA:XAUUSD,2924.34,2924.995,2923.34,2924.775,1290.0
OANDA:XAUUSD,2924.775,2924.865,2923.485,2923.895,1236.0
OANDA:XAUUSD,2923.88,2923.88,2921.685,2922.955,1742.0
OANDA:XAUUSD,2922.945,2923.52,2921.04,2921.82,1539.0
OANDA:XAUUSD,2921.825,2922.685,2920.67,2920.69,2251.0
OANDA:XAUUSD,2920.74,2923.29,2920.2,2921.865,1894.0
OANDA:XAUUSD,2921.77,2922.015,2918.855,2919.79,1557.0
OANDA:XAUUSD,2919.795,2921.175,2918.64,2919.98,1972.0
OANDA:XAUUSD,2919.975,2920.99,2919.375,2920.84,1420.0
OANDA:XAUUSD,2920.855,2922.365,2920.605,2921.945,1362.0
OANDA:XAUUSD,2921.96,2925.23,2921.835,2925.165,1382.0
OANDA:XAUUSD,2925.125,2926.825,2924.42,2925.93,1232.0
OANDA:XAUUSD,2925.94,2925.95,2924.295,2925.68,660.0
OANDA:XAUUSD,2925.695,2926.235,2924.825,2925.34,864.0
OANDA:XAUUSD,2925.365,2926.0,2923.55,2925.135,1505.0
OANDA:XAUUSD,2925.14,2926.88,2924.37,2924.605,1252.0
OANDA:XAUUSD,2924.55,2927.38,2924.21,2927.14,1220.0
OANDA:XAUUSD,2927.12,2930.495,2926.725,2929.08,1576.0
OANDA:XAUUSD,2929.095,2930.55,2929.05,2929.66,820.0
OANDA:XAUUSD,2929.655,2930.71,2928.985,2929.65,851.0
OANDA:XAUUSD,2929.655,2929.79,2928.625,2929.335,642.0
OANDA:XAUUSD,2929.285,2929.81,2928.695,2929.15,1003.0
OANDA:XAUUSD,2929.19,2930.01,2929.025,2929.88,1105.0
OANDA:XAUUSD,2929.89,2930.78,2929.205,2930.72,1118.0
OANDA:XAUUSD,2930.745,2931.8,2930.21,2931.8,893.0
OANDA:XAUUSD,2931.795,2932.405,2931.115,2931.805,1227.0
OANDA:XAUUSD,2931.8,2932.62,2931.405,2932.18,1104.0
OANDA:XAUUSD,2932.185,2932.655,2931.635,2931.9,831.0
OANDA:XAUUSD,2931.89,2933.42,2931.54,2932.7,1182.0
OANDA:XAUUSD,2932.695,2933.445,2932.61,2932.965,1180.0
OANDA:XAUUSD,2932.96,2933.525,2932.34,2933.17,946.0
OANDA:XAUUSD,2933.155,2934.905,2933.125,2934.7,1157.0
OANDA:XAUUSD,2934.735,2936.335,2934.63,2935.99,1289.0
OANDA:XAUUSD,2936.025,2936.665,2935.515,2936.21,1229.0
OANDA:XAUUSD,2936.2,2936.505,2934.325,2934.87,1262.0
OANDA:XAUUSD,2934.905,2934.985,2932.655,2932.685,1606.0
OANDA:XAUUSD,2932.79,2934.51,2932.565,2933.615,1839.0
OANDA:XAUUSD,2933.625,2936.172,2933.35,2935.95,1604.0
OANDA:XAUUSD,2935.98,2936.26,2935.43,2936.1,557.0
OANDA:XAUUSD,2936.05,2937.255,2935.87,2936.12,524.0
OANDA:XAUUSD,2936.115,2937.43,2936.055,2936.455,618.0
OANDA:XAUUSD,2936.44,2936.44,2935.005,2935.57,356.0
OANDA:XAUUSD,2935.575,2935.645,2934.725,2934.725,356.0
OANDA:XAUUSD,2934.722,2934.96,2934.16,2934.275,307.0
OANDA:XAUUSD,2934.205,2934.51,2933.69,2933.76,330.0
OANDA:XAUUSD,2933.745,2933.95,2932.685,2933.535,340.0
OANDA:XAUUSD,2933.385,2933.395,2932.95,2933.045,118.0
OANDA:XAUUSD,2933.04,2933.11,2932.475,2932.85,120.0
OANDA:XAUUSD,2932.855,2933.53,2932.85,2933.23,303.0
OANDA:XAUUSD,2933.22,2933.96,2932.915,2933.26,246.0
OANDA:XAUUSD,2934.175,2934.175,2934.13,2934.13,2.0
OANDA:XAUUSD,2934.14,2934.41,2934.125,2934.4,50.0
